brand,reviews.rating,reviews.text,reviews.title,reviews.username,wine_type,reviews.dateAdded
COCO REAL,5.0,"I was searching for coconut syrup at my Walmart one day, and I found this Coco Real in the mixed drinks section. While I don't drink alcoholic drinks, I do enjoy mocktails occasionally, so I figured if it wouldn't work for pancakes, then I could make Pina/Colada Mocktails out of it and some pineapple juice. I shook the bottle good to make sure everything was mixed well, then used it on my hot pancakes at home. It was sooooo good. I usually only use pure maple syrup on them, but wanted some coconut syrup. This really filled that need so well. It was so delicious that I do believe I wouldn't even need to use butter on my pancakes when I use Coco Real as my syrup. It's not been easy to find locally for some reason, not even at the Walmart where I found it once. I bought the last two bottles Walmart had that day. It would be very nice if Walmart.com would make it available by the bottle without having to purchase an entire case at one time. I used one of those two bottles up pretty fast, but since I can't find it anymore, I am saving my remaining bottle for when I will get a real bad craving for coconut syrup. Torani also makes a good sugar-free coconut syrup that I would like for Walmart.com to keep in stock regularly, as well as their sugar-free Watermelon syrup. In the hot summertime, Torani sugar-free Watermelon syrup makes such refreshing drinks, and it goes well with Mexican food, which I really enjoy. It's the next best thing to liquefying cubes of real watermelon in my blender and chilled.",This makes a great syrup for pancakes and waffles!,joydoctor,red,2017-09-06
Mott's Inc.,4.639736663699758,Until recently (Spring 2012)Mr MRS T's Original tasted like a tomato juice based scrumptous blody-mary mix. My wife and I enjoyed it. Now the original is made with high fructose cord syrup and no loger even tastes like it has a tomato juice base. I will no longer purchase this bastardized concoction.,This has hit bottom--used to be great,James Rodgers,red,2017-01-14
Mott's Inc.,4.639736663699758,"I actually like this alone, without any vodka! Tomato juice is good, but I love the spiciness of this mix even better. The cans make it portable (I carry them as a snack at work), and although I'm disappointed that Mr. Mrs. T has apparently discontinued the 11.5 oz size I used to buy, this size works for me, too.",Very good alone!,Cherie Clark,red,2017-01-14
Mott's Inc.,4.639736663699758,I keep these on hand for my aging mother in assisted living as she likes a little spice in her snacks. These taste very good and are small enough for a quick snack between meals. I also use them in soups and stews to enrich the broth. They even make a great quick cup of soup by themselves when microwaved and topped with some grated cheese. Very nice product.,Great taste and reasonable size,Nettie Scott,red,2017-01-14
Mott's Inc.,4.639736663699758,"I developed an appreciation for this drink during my days of frequent airline travel. I prefer to drink them straight (without booze). As a result, I started buying bottles of the mix at the grocery store--because finding this by the can in the real world is impossible. IMPOSSIBLE. Unfortunately, when you buy this by the bottle something happens. The first glass tastes exactly as you expected. But once you open the bottle, if you don't drink the contents within 24-36 hours the taste turns. Keeping a stock of cans in the house, therefore, is essential. I live in a major metropolitan area and I can't find these cans in any store. Not grocery stores (including mom pop, big chains, high-end small chains, etc), not liquor stores (including corner stores or BevMo). Enter Amazon. I'm very grateful I can buy this by the can here on the interwebs. I personally prefer the smaller-size cans to the 11.5 ounce. Make sure to buy enough to qualify for super saver shipping.",Better than the bottle,Denise A,red,2017-01-14
Mott's Inc.,4.639736663699758,"I think you can probably get this at most grocery stores. It really is one of the best mixes for bloody mary's. You hardly have to add anything extra to make a reasonable bloody mary. I usually add olives and pickle juice, though.","One of the best Bloody Mary Mixes, though one of the most common",1000Books,red,2017-01-14
Mott's Inc.,4.639736663699758,These beverages are good with or without Alcohol. They used to hand them out like candy on American Airlines. I saw them here on Amazon and I could not resist!,I used to get these on AA flights with my snack back in the day!,KevDread,red,2017-01-14
Mott's Inc.,4.639736663699758,"From the amount of this stuff I order, the folks at Amazon must think I'm a serious alcoholic. Truth is, I drink this because it's an extremely tasty Tomato Juice Cocktail! No alcohol necessary. Much tastier than V-8. Try it! You could even add alcohol, if it pleases you.",This stuff is Great!!!,Joe M.,red,2017-01-14
Mott's Inc.,4.639736663699758,"Mr Mrs T's Bloody Mary Mix is our favorite off-the-shelf Bloody Mary mix and these 5.5oz cans are very convenient. We use the less expensive larger bottles if we know our guests will be having Bloody Marys but like these cans for single servings since the larger bottles need to be refrigerated after being opened.We add a little more than 1oz of Vodka (your taste may vary) and find that it really doesn't need anything else for most people. It is just spicy enough for my wife, but I put an extra shot of Tabasco Sauce in mine and my mother cuts hers with a little tomato juice to dilute the heat a little. These are also good straight (without any spirits added) and as substitute for tomato juice in cooking (particularly vegetable stock) to add an extra zing to your dishes.The 24 can case is a good value (especially if you have Prime or qualify for free Super Saver shipping) since we could only find them in smaller packs locally and at a much higher price per can.Highly Recommended!CFH",Very Good Bloody Mary Mix - Highly Recommended!,C. Hill,red,2017-01-14
Regan's,4.639736663699758,"To compare with other orange bitters: these are more aromatic-tasting and have more of a real orange zest flavor than Fee's orange, which are more of a candy orange flavor, though they differ from Angostura orange, which taste more like Angostura aromatic bitters mixed with Fee's orange bitters. This is not to say that it is better different cocktails work better with the other two. I find that a dash of these ones turns an otherwise decent sidecar into an incredible one.",Aromatic,Jean-sebastien Girou,red,2017-01-14
Regan's,4.639736663699758,"Regan's Orange Bitters No.6 is not only a wonderful flavor for mixed drinks but makes water, yep plain ol' water, taste fabulous!Purchased 3 bottles knowing that at least 2 of them will make wonderful stocking stuffers.",better bitters,Beverly Potts,red,2017-01-14
Regan's,4.639736663699758,"I've tried 5 other orange bitters, and I like this one the best. Not too sweet or citrus intensive (like Angostura). A little bit of a spice like flavor to compliment the orange. Works perfect in my Cherry Manhattan -- 3 parts Wild Turkey Rye, 1 part Herring Cherry liqueur, 2 dashes of Regan's, 2 Merry Maraschino cherries and a spoon of cherry juice from the cherry jar. So goooooood!",Best Orange Bitter,Jomama,red,2017-01-14
Regan's,4.639736663699758,"In my opinion, this is the best all around orange bitters on the market. It has a very bitter, but complex flavor profile. For a lighter, more citrusy orange bitters, try Fee brothers west indian. But Regans adds more depth to most (though not all) cocktails.",My favorite orange bitters,KM1980,red,2017-01-14
Regan's,4.639736663699758,"Regan's Orange Bitters 6 is just as advertised. Intense and very potent, it will give your Manhattan or Old Fashioned a real kick in the pants. I want to experiment using it with Crepes Suzette or Grand Marnier cakes - it should intensify and enhance quite well. In addition: If you have not tried Fee Brother's Old Fashion Aromatic Bitters or Peychaud's Aromatic Cocktail Bitters - then you have not experienced what bitters can do for your cocktails - or vanilla ice cream - for that matter! I am afraid that the old stand-by Angostura just doesn't compare - and I like Angostura very much!",Going through a bitters period.,caliboy,red,2017-01-14
Regan's,4.639736663699758,"These orange bitters are very flavorful and, unlike several other brands, are not overly sweet. They are excellent in any of the dryer liquors. I always seek this product out over others of this type.",The best bitters I've found,Amazoner Stallion,red,2017-01-14
Regan's,4.639736663699758,"Well balanced, aromatic, just spicy enough without being overpowering. Highly recommended for your next manhattan, and a lovely stocking stuffer.",Best orange bitters on the market,Thoughtful Reader,red,2017-01-14
Regan's,4.639736663699758,"Bitters are making a resurgence these days and I know many bars (at least here in NYC) are bringing back a properly made cocktail. Looking at old cocktail books from the 20s, 30s, and 40s I found that bitters were a key ingredient in many classic cocktails. After doing extensive research I learned that Regan's made some of the best, if not the best, orange bitters (go to their website and read the story behind this product). Your other choices are Fee Brothers and Angostura. Regan's however gets, and in my opinion, deserves top billing when it comes to orange bitters. These bitters are great in a variety of drinks and I usually put two dashes in my Old Raj martinis. Although you don't get a strong orange flavor per se you do notice that these bitters subtly enhance the complexity of the drink. Try these and you won't be disappointed. Go to Regan's website to find literally hundreds of drink recipes that use their bitters. You'll be inspired to make something more than a boring vodka tonic or gin martini.",Your Secret Ingredient,ascNYC,red,2017-01-14
Angostura,4.875,"I have been working my way back to classic cocktail recipes ever since reading David Wondrich's book Imbibe! on the great Professor Jerry Thomas and his cocktail recipes and techniques. A wealth of information there and a beginning of a long journey to try to recreate the cocktail prior to the great disaster called Prohibition. As a martini drinker, I naturally wanted to explore the tastes of the original drink so I began with orange bitters. In my market there were no retailers who carried orange bitters, so I had to rely on the ever more expensive places that will ship the stuff to your door. I started with Fee Brothers orange bitters and then tried the Peychaud version of Gary Regan's orange bitters (no. 6). Finally about 3 months ago a local liquor and wine store chain started stocking the new Angostura orange bitters. Thinking it would be easier and less expensive to support a local merchant and also wanting to try the bitters, I picked up a bottle. I was a little taken aback when I saw the retail price, 11 versus 7 for Fee Brothers and 6 for Regan's. I decided to try it anyway.Upon opening the bottle I realized that the bottle itself was orange colored and the internal contents were virtually colorless. Having made many fruit and peel extractions for liqueurs, I was very suspicious. Forging on I sniffed the aroma from the open bottle. The first smell is definitely orange, with an underlying clove aroma and something cloying behind those aromas that does not seem to work well. In the drink the orange flavor is good and the bitterness that is necessary in a quality bitter is apparent. But it seems to me that it is quickly overwhelmed by something like a passion fruit flavor that definitely does not belong in a martini. I would consider using this product in drinks that have some fruit juice and will experiment some with it. I think wit would compliment a splash of pineapple juice in a drink like the Cobalt, but I would not use it in a martini.",Not ready for prime time,Dante,red,2017-01-14
Angostura,4.875,"I think it's fair to say that Angostura's ubiquitous aromatic bitters are the standard against which all other aromatic bitters are judged. And with the release of Angostura's orange bitters, I believe that the company has created a new standard in that area as well.These bitters are zesty, sharp, and deliver a gigantic orange punch. I am a huge fan of Regan's orange bitters, but where those go off into a deeper, spicier direction, Angostura's offering stays laser focused on orange, orange, and more orange. Brilliant. I highly recommend these bitters for anyone who needs a bit more orange accent in your cocktails -- and really, who doesn't",An orange bitters worthy of the Angostura name,Adam Machanic,red,2017-01-14
Angostura,4.875,"Angostura has been a brand name well-known to my family for generations. As a child, I remember my grandfather and keeping a bottle around. These days, I always have one on hand and so do most of my friends. Recently my local grocery store stopped carrying Angostura regularly so I looked online for it (as almost everything is available online these days) and much to my surprise it was available in original and orange flavor! I haven't yet tried any other brands or flavors of bitters, but I do know that I thoroughly enjoy Angostura orange bitters and will be buying another bottle. In fact, I may have been converted to orange. I find it versatile in that its great for cocktails, non-alcoholic mixers, and flavoring carbonated water such as club soda and seltzer. Like the original, the more you add, the more pronounced the flavor can be so the flavor can range from a delicate hint to bold.",A Dash of Brilliance from Angostura,Scott Cherry,red,2017-01-14
Angostura,4.875,"Angostura Orange Bitters is now the third product in a tiny little product niche that includes long-standing stalwart Fee Brother's and Regan's No. 6. Since the traditional Angostura Bitters (essential ingredient in Manhattan and Pegu Club cocktails) is an institution that has extremely wide distribution, this product is piggybacking off the older product's brand recognition and iconic status. So why does this product cost 9.95 for 4 oz. when Regan's No. 6 costs 6.26 for 5 oz. and Fee Brothers costs 6.99 for 5 oz. The answer is that price probably doesn't matter if you've got the distribution. How many bottles of orange bitters you gonna go through this year, BippyBuy Amazon's 3-pack with one bottle of each brand, and you'll be set -- and confused -- for life.Angostura Orange Bitters happen to be very good.",Nice product but price a head scratcher,Daniel B. Williams,red,2017-01-14
Angostura,4.875,"a single drop in the glass before you pour a wheat beer (belgian style) does the job much better than a slice of orange. the flavor hit is pure aromatic orange without the nasty taste of the pith.failed experiments included:*more than one drop: over the top*in a glass of budmillcoor lite: weirdly bitter and flavorless at the same time*in a trappist ale: puts the beer out of balanceLynn Hoffman, author The Short Course in Beer",Wheat Beer's Best Friend,"Lynn Hoffman, author:Radiation Days: A Comedy",red,2017-01-14
Angostura,4.875,"Bitters have been so strong in the craft-cocktail scene these days, and we are always searching for the best quality and flavors to put behind our bar. This version of Angostura Bitters (Orange) contributes a wonderfully tart and sweet hint to any drink. We are incredibly happy with the results that have been shown when using these. The Price point on this bottle wins all the starts however, as our wholesale purveyors carry the same product for about 5 higher than Amazon's list-price.",GREAT Quality at a GREAT price,nbowncrawford,red,2017-01-14
Master of Mixes,5.0,It was a great buy,Hard to find in bulk,ANGELA W,red,2017-08-15
Helados Mexico,5.0,Great product. I wish Walmart could keep these in stock. They have been out of stock for weeks. Great value... each popsicle is huge. Come on Walmart... stock these already!!!!,Delicious Coconut popsicle ice cream,TVBuyer13,red,2017-09-20
Helados Mexico,5.0,"I'm a very picky about buying prepackaged anything, but these are SOOOO good!!!",YUMMERS,PickyEater,red,2017-09-20
Brisk,5.0,I drink this all day but it would be nice if a sugar free version was available,Sugar free,Melli,red,2017-09-02
Master of Mixes,5.0,"Can't find it anywhere in stores and the price is unbelievable check some of the prices people are asking. just move to Maryland from Virginia all VA stores always had it on their shelves, I think it's as close to hand made as you can find. I will always have some on hand as long as I can find it.",Great collins mix,Jenks61,red,2017-09-23
Master of Mixes,2.0,It took me 3 orders to get the right product. The Collins mix was to sweet for my taste. I tried diluting the mix to cut down on the sweetness but to no avail. I found a product called Polar Tom Collins mix which was almost perfect and can be purchased on-line for a much lower price.,To sweet,Healdsburg,red,2017-09-23
Master of Mixes,5.0,"very good product,hard to find locally!",fortheod1,roswellian1,red,2017-09-23
Master of Mixes,5.0,I prefer to purchase this in the store individually but will do whatever's necessary to get it! Absolutely a MAGNIFICENT mixer!,Fabulous mixer!,nameit1122,red,2017-09-23
Master of Mixes,5.0,Took 2 tries to get the right order. The product itself is very good.,Collins Mixer,Bill,red,2017-09-23
Master of Mixes,5.0,The best Collins mix you will ever find.,The best Collins mix on the market.,Walter,red,2017-09-23
Home Brew Ohio,4.639736663699758,A great buy for the home bottler. Would recommend to a brewing friend.,Five Stars,JJ,red,2015-10-30
Home Brew Ohio,4.639736663699758,"Look good, just your basic old bottle caps.",Four Stars,Randy S,red,2015-10-30
Home Brew Ohio,4.639736663699758,Seems like they should go on the bottle better,Four Stars,Greg,red,2015-10-30
Home Brew Ohio,4.639736663699758,"I purchased these to make charms. They work fine, but if you are using them for this purpose you should know they have a plastic liner. I didn't see that in the description and didn't think about it till thy were received. You can peel off the liner but it's a nuisance. Also, I use a Sizzix Big Kick to flatten. At first they were going complete flat and distorted into ovals. After several frustrating attempts, I realized I was using an extra shim from a previous project. If you use just the base plate and the 2 cutting plates, they will turn out perfectly. Also, they cut deep and will stick' to the cutting plate but will pop out very easily. My plates are already pretty shot, so I will probably keep using them just for the bottle caps and get new ones for my other projects.",They are great for charms but you should know a couple of things,Bklyngal217,red,2015-10-30
Mr. & Mrs. T,5.0,"This is the best Bloody Mary mix I've ever tried! The balance of spice is excellent and when I add the amount of Vodka called for in the recipe it makes a very tasty ( and not too strong ) drink. My order arrived on the day I was told it would, was well packaged and in perfect condition. Very good value for the price! I will order again!",Love this product!,brgnshops,red,2017-08-15
Master of Mixes,4.0,good for pina coladas. no complains.,good for what it is intend for...,Jansi,red,2017-09-23
Master of Mixes,1.0,This mix is overly sweet and probably could lose the high fructose corn syrup. It also has a soapy taste often associated with coconut oil. I will be dumping it out!,Yucky!,Bjmyers49,red,2017-09-23
Home Brew Ohio,4.639736663699758,"ive only used a few yeasts in my day for making wine, cider, and mead and ive never found much difference in taste depending on yeast. i started my latest hooch two days ago and id like to say ive never had a more active batch. in a 1 gallon carboy or in my 5gal bucket the airlocks are going nuts, very active little buggers they are.",im happy with product,FiReWaTeR,white,2015-08-22
Home Brew Ohio,4.639736663699758,"I use it for apfelwein (google edworts apfelwein for the recipe). The standard for apfelwein is montrachet, but I find that the cote des blancs ferments out a little dryer, while leaving a cleaner overall flavor and a bit of lingering sweet sensation on your tongue. Costs 1/pack at my local homebrew store, and stays good in the fridge for a couple years, so no point in not buying in bulk.",Love this yeast!,Laurel Crisafulli,white,2015-08-22
Home Brew Ohio,4.639736663699758,"I love this it has become my go to for white, and blush brews. There is virtually no foam at all, just a little bubbling. I used this with pear, the final product was so wonderfully aromatic, and the taste was superb. It made you just want to drink glass after glass of it. There was a nice level of alcohol as well, about 9-10. However, I made 6 gallons and only used one package. The instructions say one package will do up to 5 gallons so if I had used two I would probably have gotten a higher alcohol percentage. Nevertheless, even with one package it was wonderful.",Highly recommend!!,Yolanda,white,2015-08-22
Home Brew Ohio,4.639736663699758,"I like this product because it makes the homemade wine smell with fruity aromas. Great product for red or white wines, but works well with 100 apple juice.",Great Service!,"Larry D. Williams, Th.M",white,2015-08-22
Home Brew Ohio,4.639736663699758,"I used this to make apple wine and it was marvelous. It worked very well and didn't have a yeasty flavor at all. It can be a little slow to start, but that is likely because I wasn't using it for the intended purpose. If you're looking for a long-lasting, simple, affordable yeast for white wines of any type, this will keep you happy.It is worth noting that each packet is enough for 5 gallons worth of wine so long as you give it sufficient time to ferment.","A little slow, but very effective for many white wines.",M.W. Byrne,white,2015-08-22
Home Brew Ohio,4.639736663699758,"A wonderful yeast for making delicious and strong hard cider. Feed your yeast good, use raw sugar. Add yeast at room temp.",yeast,Hollandaise,white,2015-08-22
Home Brew Ohio,4.639736663699758,"Nice fresh yeast. This brand has always performed exceptionally, and we have never had a dud. It doesn't impart harsh yeasty flavors to your fermentables. We have used this for wine and mead, holds up to higher alcohol, we don't even prime it, we just pitch and the airlocks are bubbling merrily away in a few hours.","Perfect for your lighter wines, ciders",5150hillbilly,white,2015-08-22
Home Brew Ohio,4.639736663699758,Arrived in a timely manner and in good condition. Made honey mead over the fall. Works as directed. Will see results in the spring.,good,penbuyer,white,2015-08-22
Home Brew Ohio,4.639736663699758,"I like this product because it makes the homemade wine smell with fruity aromas. Great product for red or white wines, but works well with 100 apple juice.",Great Service,"Larry D. Williams, Th.M",white,2017-01-14
Home Brew Ohio,4.639736663699758,Doesn't seem to go as dry as some yeasts. I had good results making apple cider in a 5 gallon bucket with this stuff. Would buy again.,Good,Dennis Deckmann,white,2017-01-14
Home Brew Ohio,4.639736663699758,"A wonderful yeast for making delicious and strong hard cider. Feed your yeast good, use raw sugar. Add yeast at room temp.",yeast,Milton A. Yerger,white,2017-01-14
Home Brew Ohio,4.639736663699758,"A standby, it worked well--still waiting on the finished product. I have used several packets and it is fairly bomb proof.",Worked well,Forbzilla,white,2017-01-14
Home Brew Ohio,4.639736663699758,Attempted twice to get this to make wine and it failed. It did not ferment at all. Perhaps it was a bad batch of yeast. (),Failed,Stephanie A. Neibarger,white,2017-01-14
Home Brew Ohio,4.639736663699758,"I love this it has become my go to for white, and blush brews. There is virtually no foam at all, just a little bubbling. I used this with pear, the final product was so wonderfully aromatic, and the taste was superb. It made you just want to drink glass after glass of it. There was a nice level of alcohol as well, about 9-10. However, I made 6 gallons and only used one package. The instructions say one package will do up to 5 gallons so if I had used two I would probably have gotten a higher alcohol percentage. Nevertheless, even with one package it was wonderful.",Highly recommend,Yolanda,white,2017-01-14
Alstertor,4.639736663699758,"This mustard came as a Christmas stocking stuffer. I've tried various spicy mustards over the years in hope I would find the perfect mustard. Some have been really good, some not quite so good. And to some extent what I want depends on what sort of mood I'm in and what I'm putting the mustard on. I have come to really like this Alstertor mustard. It has a pleasant taste without being overwhelming. Although I consider it a fairly mild mustard, it is stronger (and nicer) than a typical dijon mustard. At the same time it doesn't have the astringency of certain mustards that heavily emphasize the horseradish. I have found it to be a great complement to large soft pretzels. It also works pretty well with a not overly spiced sausage as well. And I like the little mug. As a home brewer I've often thought it would be nice to have a mug like this when I wanted to sample my beer.",Mildly spicy mustard,Doug Erlandson,red,2015-11-16
Alstertor,4.639736663699758,This is my favorite German mustard! It goes well with everything. The only reason it is getting 4 stars instead of 5 is due to the price. The exact same product can be purchased at World Market for nearly half the price.,Great German mustard,Amazon Customer,red,2015-11-16
Alstertor,4.639736663699758,"I am glad if people like this mustard - I am from Germany and this is one of the cheapest mustards and really not that good - in Germany it costs about one Euro or less, it is a cheap mustard.... don't buy it for the glass, it's really small and cheap, this mustard is some generic brand, not from one of the good old German famous German companies (Kuehne, Thomy etc.).",Nothing special,C. Tschiemer,red,2015-11-16
Alstertor,4.639736663699758,I currently have nine different mustards in my house. I have lost count of how many I have tried over the years. Some will be bought again. This is one that will definitely always be in my house in the future.,One of the best,Big DaddyBlues,red,2015-11-16
Alstertor,4.639736663699758,"I purchased this mustard based on the reviews. I am not disappointed in the taste however, I am in the packaging and the price. First, the tape used to hold the lid down was not as pictured nor was it very secure. The date code on the side of the lid is worn off where I cannot read the month or day...only the year, which is 2013. The price at 8.49 is about 5-6 too high. I have found it at MyBrands, which is the importer's site for public sale, at 2.25 and elsewhere for 3 and up. I think the 8.49 price has the free shipping built in. I will be ordering this mustard again, but not through Atlantic Quality here on Amazon. Otherwise, very good mustard.","Good mustard, but overpriced!",FoldMom,red,2015-11-16
Alstertor,4.639736663699758,"This mustard is AWESOME!!!!!!!!! The only thing I wish you could sell it in big containers. The mug is great for at home, but I would like to use this mustard for other occasions where I would need to purchase it in a gallon container.( I hope it becomes available).I have tried alot of brands of Dusseldorf Mustard and this is by far the BEST yet!!!!!",Dusseldorf Mustard,Cherril Crandahl,red,2015-11-16
Alstertor,4.639736663699758,"Not too strong, not too weak without the overly eggy taste of others.I'm a mustard lover. I used to keep 8-12 mustards on hand for different foods. If I had to pick one mustard for everything, this would be it. It will replace at least half my mustard collection.",Best Mustard,Qest,red,2015-11-16
Alstertor,4.639736663699758,"I decided to buy this mustard for the novelty of the jar but WOW this is REALLY is good stuff. It has a creamy spicy mustardness I haven't experienced before. And, this vendor shipped lightning fast and sent it packaged really well. A+++",Awesome Mustard is Right!,Mr. J,red,2015-11-16
Carmex,4.0,I use carmex all the time. love it! keeps my lips moist.,great product,davie,red,2017-09-23
Carmex,5.0,I bought this for chapped lips and i got instant relief,Love this product,Country girl,red,2017-09-23
Carmex,5.0,This is my favorite I love the jar lip therapy the best,Oldie but goodie,Cindyblue,red,2017-09-23
Carmex,5.0,I use it not just in winter months but under my lipstick,LOVE THE JAR,rossy,red,2017-09-23
Carmex,5.0,"carmex makes my chapped lips so soft, that is all i buy.",soft lips,tostsi,red,2017-09-23
Carmex,5.0,"Love this product, only one that really works for me","Love the jar, fits in my pocket",Mattman600,red,2017-09-23
Carmex,5.0,I buy this all the time when i am I need of it its great,Carmax,grego,red,2017-09-23
Carmex,5.0,"Buy two, keep one at home and another in your purse!","Buy two, you will be glad you did!",Laura,red,2017-09-23
Carmex,5.0,The best product on the market for intended usage.,Good and reliable product,Sree,red,2017-09-23
Carmex,5.0,I so love the feeling of using this product. So smooth,Love the feeling,GIZMOCIVIC,red,2017-09-23
Carmex,5.0,Carmen is my basic secret necessity for beautiful lips.,Makeup necessity!,Georgia,red,2017-09-23
Carmex,5.0,"I have used Carmex for years, love using it daily!",Truest love,LaRita,red,2017-09-23
Carmex,5.0,"Ever since I bought this, It goes everywhere with me.",Easy and Convenient!,daved1,red,2017-09-23
Carmex,4.0,the original is still good its all i use. great quality,Original is the best,ricoj3323,red,2017-09-23
Carmex,5.0,My lips were chapped this soothed and help heal them,Soft lips,Melissa1234,red,2017-09-23
Carmex,5.0,It's worked for me for 25 years so will continue using,Ms,jest54,red,2017-09-23
Carmex,5.0,"This lip balm actually HEALS cracked lips, I love it!!!",Nothing works better!,Angiebaby,red,2017-09-23
Carmex,5.0,Love this stuff! Makes my chapped lips sooooo soft!,Great features!!,Kim from Mabelvale,red,2017-09-23
Carmex,5.0,"I used this product since I was young, great stuff.",great stuff,zwoman,red,2017-09-23
Carmex,5.0,This Carmex Lip Balm Jar is amazing! It's very useful!,Great,Azlan,red,2017-09-23
Carmex,5.0,I buy this every time and it does wonders for my lips.,awesome results,teniasperry,red,2017-09-23
Carmex,5.0,Personal favorite lip balm for over 30 years now!!,great product,drlinjojo,red,2017-09-23
Carmex,4.0,I love this one the best but it's not as convenient,Great product,sbk1,red,2017-09-23
Carmex,5.0,Love this product. Immediate relief from chapped lips.,Great product,hummingbird24,red,2017-09-23
Carmex,5.0,I never live home without it. Always have one close by.,the only lip balm I use,rhay,red,2017-09-23
Carmex,5.0,Works very well. Love how my lips feel . Great product.,Sexy lips,Rena,red,2017-09-23
Carmex,5.0,I always have a jar or tube on me! I need it daily!,Great relief,Cassie21,red,2017-09-23
Carmex,5.0,Love the fresh feeling and smell of it on my lips!!,Refreshimg,Danierenee,red,2017-09-23
Carmex,4.0,Just wish you would have spf in the original jar style.,My favorite!,Heatherro,red,2017-09-23
Carmex,5.0,the most fabulous balm for chapped lips and cold sores,love lip balm,phyl,red,2017-09-23
Carmex,4.0,This stuff keeps my lips nice ands soft and protected,A little messy but worth it,Jayson,red,2017-09-23
Carmex,5.0,Immediately repairs chapped lips! Use it all the time!,Works great for chapped lips!,Bam358,red,2017-09-23
Carmex,5.0,"I use the carmex Jar daily at home and work, LOVE IT.",carmex Jar,TeamRedneck,red,2017-09-23
Carmex,5.0,"This is the the lip balm I buy, it gives me soft lips!",Smooth lips,catwin49,red,2017-09-23
Carmex,5.0,"Been using since HS, 30 yrs ago. Never lets me dry up!",Never Chapped,riversidema,red,2017-09-23
Carmex,5.0,This is a great product. Carmex original lip balm jar.,Carwax is great,winter999,red,2017-09-23
Carmex,5.0,Have tried others....keep coming back to the best!,Creamiest,Slim,red,2017-09-23
Carmex,4.0,Would buy this again and recommend this to friends.,Great product.,pegleg,red,2017-09-23
Carmex,5.0,Grew up using this product. Always works great!!!!,Classic favorite,Mewe,red,2017-09-23
Carmex,5.0,I bought this and it makes my chapped lips feel good.,Love that it helps my lips,juanboy,red,2017-09-23
Carmex,5.0,"I always use this it makes my lips soooooo soft,and kissable!",SOFT LIPS!,WILL,red,2017-09-23
Carmex,5.0,I make sure I Always have have two jars on hand at all times.,It's magical,torimmac,red,2017-09-23
Carmex,4.0,"I use when my lip start to get dry, helps to keep them moist",No cracks,knh136,red,2017-09-23
Carmex,5.0,Heavy glass easy to find and feels great on the lips.,Love the jar,Zdoc,red,2017-09-23
Carmex,3.0,Use it on occasion works fine. Keeps lips from getting too dry.,Good for chapped lips,sparky725,red,2017-09-23
Carmex,5.0,I'm always putting lip balm on. This is great for the purse.,convenient works well,Christle Sue,red,2017-09-23
Carmex,5.0,I bought this a while ago. I love it. Its very moisturizing.,Works great!,chrissyleogirl,red,2017-09-23
Carmex,3.0,Use this while skiing and it protects from chapping and cracking,Works well,slhouston31,red,2017-09-23
Carmex,5.0,I always have it on hand to keep my lips healthy and smooth.,Tells me what I need to know,Gg1979,red,2017-09-23
Carmex,5.0,I have used this product for years and am not happy if I am out.,I always get this because my lips are always dry.,Vivian75,red,2017-09-23
Carmex,5.0,"This stuff is a life saver, I stock up on this during the winter",The best relief,lnewmarch,red,2017-09-23
Carmex,5.0,I have one in every bag because I can't live without this stuff!,Love it!,Pearl,red,2017-09-23
Carmex,5.0,I love carmex and use it at home in the jar. Great for home use.,For your home.,judi15,red,2017-09-23
Carmex,5.0,I keep this around all the time b/c it helps my lips stay moist.,Feels great on my lips.,Janet69,red,2017-09-23
Carmex,5.0,I have used this product for years. Best thing on the market!!!!,Amazing product!,Paisley86,red,2017-09-23
Carmex,5.0,"love all of the Carmex products, no matter how it is applied",really healing,eaglet11,red,2017-09-23
Carmex,5.0,I have tried everything on the market and this is the best,Mr,smokejoe,red,2017-09-23
Carmex,5.0,It's the only thing bf needs all winter (construction) long!,Winter Necessity,Jules27,red,2017-09-23
Carmex,5.0,Such a rich and creamy lip balm. It goes on smooth and silky.,Great Lip Balm,alicia,red,2017-09-23
Carmex,5.0,I have been using Carmex for years and it never fails me.,Works great and price is right!,Fashionista30,red,2017-09-23
Carmex,5.0,I brought it a while ago and it help with my chapped lips,Great product,Puffy,red,2017-09-23
Carmex,5.0,"soothing ,,,protective from drying and chapping ..awesome",awesome,janice,red,2017-09-23
Carmex,5.0,Great product and the package is a classic. It's my fav balm.,Gotta Have One,DonA,red,2017-09-23
Carmex,5.0,This is the one staple from Carmex that i carry at all times,The Go To,Swany05,red,2017-09-23
Carmex,4.0,I pick up some Sunday my lips were on fire instant relief,Covers great,Jessegirl94,red,2017-09-23
Carmex,5.0,I have very dry lips and with out camex my lips will crack.,cracked lips,little andi,red,2017-09-23
Carmex,5.0,"Gives me smooth, bee stung, plump lips. Chapped lips no more",plump lips,lane,red,2017-09-23
Carmex,5.0,I have used Carmex for years. no other product like it.,chapped Lips Doctor,Erma75,red,2017-09-23
Carmex,5.0,I've been a fan for years! My husband loves the product too.,Great product,kathy65201,red,2017-09-23
Carmex,5.0,I bought this 2 weeks ago an my lips have never felt so good,Great product,deb2011,red,2017-09-23
Carmex,5.0,Carmex user forever. I will not buy anything else.,My lips love this stuff,Dleewrob,red,2017-09-23
